,Co_Code,Symbol,IdxStart_Date,IdxEnd_Date,StockChange,IndexChange,StkSDate,FirstClose,StkEDate,LastClose,Index,IndexDate,TypeTorB,IndexDaysDifference,IndexClose
4981,491,SADHNANIQ,2024-09-27,2025-03-04,-60.27,-16.41,2024-09-27,57.29,2025-03-04,22.76,NIFTY,2025-03-04,Bottom,158.0,22082.65
4982,491,SADHNANIQ,2025-03-04,2025-03-28,-25.97,7.67,2025-03-04,22.76,2025-03-28,16.85,NIFTY,2025-03-28,Top,24.0,23519.35
4983,6033,CHEMBOND,2016-02-29,2020-01-20,19.0,82.11,2019-11-20,205.25,2020-01-20,244.25,NIFTY,2020-01-20,Top,1421.0,12224.55
4984,6033,CHEMBOND,2020-01-20,2020-03-24,-41.74,-39.58,2020-01-20,244.25,2020-03-24,142.3,NIFTY,2020-03-24,Bottom,64.0,7801.05
4985,6033,CHEMBOND,2020-03-24,2024-09-27,324.74,249.85,2020-03-24,142.3,2024-09-27,604.4,NIFTY,2024-09-27,Top,1648.0,26178.95
4986,6033,CHEMBOND,2024-09-27,2025-03-04,-12.2,-16.41,2024-09-27,604.4,2025-03-04,530.65,NIFTY,2025-03-04,Bottom,158.0,22082.65
4987,6033,CHEMBOND,2025-03-04,2025-03-28,-4.75,7.67,2025-03-04,530.65,2025-03-28,505.45,NIFTY,2025-03-28,Top,24.0,23519.35
4988,336,KIRLOSBROS,2006-06-14,2008-01-08,27.57,144.91,2006-07-03,360.0,2008-01-08,459.25,NIFTY,2008-01-08,Top,573.0,6287.85
4989,336,KIRLOSBROS,2008-01-08,2008-10-27,-79.05,-64.56,2008-01-08,459.25,2008-10-27,96.2,NIFTY,2008-10-27,Bottom,293.0,2524.2
4990,336,KIRLOSBROS,2008-10-27,2015-03-04,101.56,304.8,2008-10-27,96.2,2015-03-04,193.9,NIFTY,2015-03-04,Top,2319.0,8922.65
4991,336,KIRLOSBROS,2015-03-04,2016-02-29,-39.09,-25.15,2015-03-04,193.9,2016-02-29,118.1,NIFTY,2016-02-29,Bottom,362.0,6987.05
4992,336,KIRLOSBROS,2016-02-29,2020-01-20,21.93,82.11,2016-02-29,118.1,2020-01-20,144.0,NIFTY,2020-01-20,Top,1421.0,12224.55
4993,336,KIRLOSBROS,2020-01-20,2020-03-24,-44.51,-39.58,2020-01-20,144.0,2020-03-24,79.9,NIFTY,2020-03-24,Bottom,64.0,7801.05
4994,336,KIRLOSBROS,2020-03-24,2024-09-27,2089.3,249.85,2020-03-24,79.9,2024-09-27,1749.25,NIFTY,2024-09-27,Top,1648.0,26178.95
4995,336,KIRLOSBROS,2024-09-27,2025-03-04,-12.02,-16.41,2024-09-27,1749.25,2025-03-04,1539.05,NIFTY,2025-03-04,Bottom,158.0,22082.65
4996,336,KIRLOSBROS,2025-03-04,2025-03-28,11.28,7.67,2025-03-04,1539.05,2025-03-28,1712.7,NIFTY,2025-03-28,Top,24.0,23519.35
4997,4916,SUVEN,2001-09-21,2004-01-09,45.68,137.03,2003-10-24,0.81,2004-01-09,1.18,NIFTY,2004-01-09,Top,840.0,1971.9
4998,4916,SUVEN,2004-01-09,2004-05-17,-33.9,-35.86,2004-01-09,1.18,2004-05-17,0.78,NIFTY,2004-05-17,Bottom,129.0,1388.75
4999,4916,SUVEN,2004-05-17,2006-05-11,24.36,192.07,2004-05-17,0.78,2006-05-11,0.97,NIFTY,2006-05-11,Top,724.0,3701.05
5000,4916,SUVEN,2006-05-11,2006-06-14,-34.02,-31.23,2006-05-11,0.97,2006-06-14,0.64,NIFTY,2006-06-14,Bottom,34.0,2632.8
5001,4916,SUVEN,2006-06-14,2008-01-08,267.19,144.91,2006-06-14,0.64,2008-01-08,2.35,NIFTY,2008-01-08,Top,573.0,6287.85
5002,4916,SUVEN,2008-01-08,2008-10-27,-77.45,-64.56,2008-01-08,2.35,2008-10-27,0.53,NIFTY,2008-10-27,Bottom,293.0,2524.2
5003,4916,SUVEN,2008-10-27,2015-03-04,1915.09,304.8,2008-10-27,0.53,2015-03-04,10.68,NIFTY,2015-03-04,Top,2319.0,8922.65
5004,4916,SUVEN,2015-03-04,2016-02-29,-33.43,-25.15,2015-03-04,10.68,2016-02-29,7.11,NIFTY,2016-02-29,Bottom,362.0,6987.05
5005,4916,SUVEN,2016-02-29,2020-01-20,96.91,82.11,2016-02-29,7.11,2020-01-20,14.0,NIFTY,2020-01-20,Top,1421.0,12224.55
5006,4916,SUVEN,2020-01-20,2020-03-24,81.0,-39.58,2020-01-20,14.0,2020-03-24,25.34,NIFTY,2020-03-24,Bottom,64.0,7801.05
5007,4916,SUVEN,2020-03-24,2024-09-27,464.72,249.85,2020-03-24,25.34,2024-09-27,143.1,NIFTY,2024-09-27,Top,1648.0,26178.95
5008,4916,SUVEN,2024-09-27,2025-03-04,-17.16,-16.41,2024-09-27,143.1,2025-03-04,118.54,NIFTY,2025-03-04,Bottom,158.0,22082.65
5009,4916,SUVEN,2025-03-04,2025-03-28,-4.11,7.67,2025-03-04,118.54,2025-03-28,113.67,NIFTY,2025-03-28,Top,24.0,23519.35
5010,5400,TCS,2004-05-17,2006-05-11,104.34,192.07,2004-08-25,123.49,2006-05-11,252.34,NIFTY,2006-05-11,Top,724.0,3701.05
5011,5400,TCS,2006-05-11,2006-06-14,-26.5,-31.23,2006-05-11,252.34,2006-06-14,185.46,NIFTY,2006-06-14,Bottom,34.0,2632.8
5012,5400,TCS,2006-06-14,2008-01-08,33.16,144.91,2006-06-14,185.46,2008-01-08,246.96,NIFTY,2008-01-08,Top,573.0,6287.85
5013,5400,TCS,2008-01-08,2008-10-27,-49.71,-64.56,2008-01-08,246.96,2008-10-27,124.19,NIFTY,2008-10-27,Bottom,293.0,2524.2
5014,5400,TCS,2008-10-27,2015-03-04,1005.56,304.8,2008-10-27,124.19,2015-03-04,1373.0,NIFTY,2015-03-04,Top,2319.0,8922.65
5015,5400,TCS,2015-03-04,2016-02-29,-20.73,-25.15,2015-03-04,1373.0,2016-02-29,1088.4,NIFTY,2016-02-29,Bottom,362.0,6987.05
5016,5400,TCS,2016-02-29,2020-01-20,99.41,82.11,2016-02-29,1088.4,2020-01-20,2170.35,NIFTY,2020-01-20,Top,1421.0,12224.55
5017,5400,TCS,2020-01-20,2020-03-24,-21.53,-39.58,2020-01-20,2170.35,2020-03-24,1703.15,NIFTY,2020-03-24,Bottom,64.0,7801.05
5018,5400,TCS,2020-03-24,2024-09-27,152.98,249.85,2020-03-24,1703.15,2024-09-27,4308.7,NIFTY,2024-09-27,Top,1648.0,26178.95
5019,5400,TCS,2024-09-27,2025-03-04,-18.03,-16.41,2024-09-27,4308.7,2025-03-04,3532.05,NIFTY,2025-03-04,Bottom,158.0,22082.65
5020,5400,TCS,2025-03-04,2025-03-28,2.1,7.67,2025-03-04,3532.05,2025-03-28,3606.15,NIFTY,2025-03-28,Top,24.0,23519.35
5021,282,INDHOTEL,1996-12-04,2000-02-23,-22.24,134.47,2000-01-03,27.65,2000-02-23,21.5,NIFTY,2000-02-23,Top,1176.0,1696.4
5022,282,INDHOTEL,2000-02-23,2001-09-21,-52.33,-53.25,2000-02-23,21.5,2001-09-21,10.25,NIFTY,2001-09-21,Bottom,576.0,854.2
5023,282,INDHOTEL,2001-09-21,2004-01-09,275.32,137.03,2001-09-21,10.25,2004-01-09,38.47,NIFTY,2004-01-09,Top,840.0,1971.9
5024,282,INDHOTEL,2004-01-09,2004-05-17,-25.68,-35.86,2004-01-09,38.47,2004-05-17,28.59,NIFTY,2004-05-17,Bottom,129.0,1388.75
5025,282,INDHOTEL,2004-05-17,2006-05-11,346.66,192.07,2004-05-17,28.59,2006-05-11,127.7,NIFTY,2006-05-11,Top,724.0,3701.05
5026,282,INDHOTEL,2006-05-11,2006-06-14,-37.65,-31.23,2006-05-11,127.7,2006-06-14,79.62,NIFTY,2006-06-14,Bottom,34.0,2632.8
5027,282,INDHOTEL,2006-06-14,2008-01-08,65.35,144.91,2006-06-14,79.62,2008-01-08,131.65,NIFTY,2008-01-08,Top,573.0,6287.85
5028,282,INDHOTEL,2008-01-08,2008-10-27,-68.98,-64.56,2008-01-08,131.65,2008-10-27,40.84,NIFTY,2008-10-27,Bottom,293.0,2524.2
5029,282,INDHOTEL,2008-10-27,2015-03-04,138.2,304.8,2008-10-27,40.84,2015-03-04,97.28,NIFTY,2015-03-04,Top,2319.0,8922.65
5030,282,INDHOTEL,2015-03-04,2016-02-29,-8.44,-25.15,2015-03-04,97.28,2016-02-29,89.07,NIFTY,2016-02-29,Bottom,362.0,6987.05
5031,282,INDHOTEL,2016-02-29,2020-01-20,56.11,82.11,2016-02-29,89.07,2020-01-20,139.05,NIFTY,2020-01-20,Top,1421.0,12224.55
5032,282,INDHOTEL,2020-01-20,2020-03-24,-46.2,-39.58,2020-01-20,139.05,2020-03-24,74.81,NIFTY,2020-03-24,Bottom,64.0,7801.05
5033,282,INDHOTEL,2020-03-24,2024-09-27,849.47,249.85,2020-03-24,74.81,2024-09-27,710.3,NIFTY,2024-09-27,Top,1648.0,26178.95
5034,282,INDHOTEL,2024-09-27,2025-03-04,0.93,-16.41,2024-09-27,710.3,2025-03-04,716.9,NIFTY,2025-03-04,Bottom,158.0,22082.65
5035,282,INDHOTEL,2025-03-04,2025-03-28,9.85,7.67,2025-03-04,716.9,2025-03-28,787.55,NIFTY,2025-03-28,Top,24.0,23519.35
5036,1781,KECL,2008-10-27,2015-03-04,-66.77,304.8,2010-03-09,83.5,2015-03-04,27.75,NIFTY,2015-03-04,Top,2319.0,8922.65
5037,1781,KECL,2015-03-04,2016-02-29,-10.63,-25.15,2015-03-04,27.75,2016-02-29,24.8,NIFTY,2016-02-29,Bottom,362.0,6987.05
5038,1781,KECL,2016-02-29,2020-01-20,-41.13,82.11,2016-02-29,24.8,2020-01-20,14.6,NIFTY,2020-01-20,Top,1421.0,12224.55
5039,1781,KECL,2020-01-20,2020-03-24,-49.66,-39.58,2020-01-20,14.6,2020-03-24,7.35,NIFTY,2020-03-24,Bottom,64.0,7801.05
5040,1781,KECL,2020-03-24,2024-09-27,2539.05,249.85,2020-03-24,7.35,2024-09-27,193.97,NIFTY,2024-09-27,Top,1648.0,26178.95
5041,1781,KECL,2024-09-27,2025-03-04,-39.11,-16.41,2024-09-27,193.97,2025-03-04,118.1,NIFTY,2025-03-04,Bottom,158.0,22082.65
5042,1781,KECL,2025-03-04,2025-03-28,8.9,7.67,2025-03-04,118.1,2025-03-28,128.61,NIFTY,2025-03-28,Top,24.0,23519.35
5043,372,MFSL,2006-06-14,2008-01-08,59.93,144.91,2006-07-03,151.6,2008-01-08,242.45,NIFTY,2008-01-08,Top,573.0,6287.85
5044,372,MFSL,2008-01-08,2008-10-27,-60.36,-64.56,2008-01-08,242.45,2008-10-27,96.1,NIFTY,2008-10-27,Bottom,293.0,2524.2
5045,372,MFSL,2008-10-27,2015-03-04,384.29,304.8,2008-10-27,96.1,2015-03-04,465.4,NIFTY,2015-03-04,Top,2319.0,8922.65
5046,372,MFSL,2015-03-04,2016-02-29,-27.72,-25.15,2015-03-04,465.4,2016-02-29,336.4,NIFTY,2016-02-29,Bottom,362.0,6987.05
5047,372,MFSL,2016-02-29,2020-01-20,53.63,82.11,2016-02-29,336.4,2020-01-20,516.8,NIFTY,2020-01-20,Top,1421.0,12224.55
5048,372,MFSL,2020-01-20,2020-03-24,-41.33,-39.58,2020-01-20,516.8,2020-03-24,303.2,NIFTY,2020-03-24,Bottom,64.0,7801.05
5049,372,MFSL,2020-03-24,2024-09-27,290.11,249.85,2020-03-24,303.2,2024-09-27,1182.8,NIFTY,2024-09-27,Top,1648.0,26178.95
5050,372,MFSL,2024-09-27,2025-03-04,-15.18,-16.41,2024-09-27,1182.8,2025-03-04,1003.3,NIFTY,2025-03-04,Bottom,158.0,22082.65
5051,372,MFSL,2025-03-04,2025-03-28,14.39,7.67,2025-03-04,1003.3,2025-03-28,1147.7,NIFTY,2025-03-28,Top,24.0,23519.35
5052,503,SESHAPAPER,2000-02-23,2001-09-21,-20.16,-53.25,2000-05-16,5.01,2001-09-21,4.0,NIFTY,2001-09-21,Bottom,576.0,854.2
5053,503,SESHAPAPER,2001-09-21,2004-01-09,467.0,137.03,2001-09-21,4.0,2004-01-09,22.68,NIFTY,2004-01-09,Top,840.0,1971.9
5054,503,SESHAPAPER,2004-01-09,2004-05-17,-38.01,-35.86,2004-01-09,22.68,2004-05-17,14.06,NIFTY,2004-05-17,Bottom,129.0,1388.75
5055,503,SESHAPAPER,2004-05-17,2006-05-11,100.14,192.07,2004-05-17,14.06,2006-05-11,28.14,NIFTY,2006-05-11,Top,724.0,3701.05
5056,503,SESHAPAPER,2006-05-11,2006-06-14,-32.62,-31.23,2006-05-11,28.14,2006-06-14,18.96,NIFTY,2006-06-14,Bottom,34.0,2632.8
5057,503,SESHAPAPER,2006-06-14,2008-01-08,151.0,144.91,2006-06-14,18.96,2008-01-08,47.59,NIFTY,2008-01-08,Top,573.0,6287.85
5058,503,SESHAPAPER,2008-01-08,2008-10-27,-75.2,-64.56,2008-01-08,47.59,2008-10-27,11.8,NIFTY,2008-10-27,Bottom,293.0,2524.2
5059,503,SESHAPAPER,2008-10-27,2015-03-04,255.85,304.8,2008-10-27,11.8,2015-03-04,41.99,NIFTY,2015-03-04,Top,2319.0,8922.65
5060,503,SESHAPAPER,2015-03-04,2016-02-29,10.48,-25.15,2015-03-04,41.99,2016-02-29,46.39,NIFTY,2016-02-29,Bottom,362.0,6987.05
5061,503,SESHAPAPER,2016-02-29,2020-01-20,272.39,82.11,2016-02-29,46.39,2020-01-20,172.75,NIFTY,2020-01-20,Top,1421.0,12224.55
5062,503,SESHAPAPER,2020-01-20,2020-03-24,-50.8,-39.58,2020-01-20,172.75,2020-03-24,85.0,NIFTY,2020-03-24,Bottom,64.0,7801.05
5063,503,SESHAPAPER,2020-03-24,2024-09-27,304.71,249.85,2020-03-24,85.0,2024-09-27,344.0,NIFTY,2024-09-27,Top,1648.0,26178.95
5064,503,SESHAPAPER,2024-09-27,2025-03-04,-18.72,-16.41,2024-09-27,344.0,2025-03-04,279.6,NIFTY,2025-03-04,Bottom,158.0,22082.65
5065,503,SESHAPAPER,2025-03-04,2025-03-28,-6.99,7.67,2025-03-04,279.6,2025-03-28,260.05,NIFTY,2025-03-28,Top,24.0,23519.35
5066,552,TATACHEM,1996-12-04,2000-02-23,-21.18,134.47,2000-01-03,27.15,2000-02-23,21.4,NIFTY,2000-02-23,Top,1176.0,1696.4
5067,552,TATACHEM,2000-02-23,2001-09-21,-26.5,-53.25,2000-02-23,21.4,2001-09-21,15.73,NIFTY,2001-09-21,Bottom,576.0,854.2
5068,552,TATACHEM,2001-09-21,2004-01-09,361.28,137.03,2001-09-21,15.73,2004-01-09,72.56,NIFTY,2004-01-09,Top,840.0,1971.9
5069,552,TATACHEM,2004-01-09,2004-05-17,-36.51,-35.86,2004-01-09,72.56,2004-05-17,46.07,NIFTY,2004-05-17,Bottom,129.0,1388.75
5070,552,TATACHEM,2004-05-17,2006-05-11,152.96,192.07,2004-05-17,46.07,2006-05-11,116.54,NIFTY,2006-05-11,Top,724.0,3701.05
5071,552,TATACHEM,2006-05-11,2006-06-14,-28.57,-31.23,2006-05-11,116.54,2006-06-14,83.24,NIFTY,2006-06-14,Bottom,34.0,2632.8
5072,552,TATACHEM,2006-06-14,2008-01-08,102.07,144.91,2006-06-14,83.24,2008-01-08,168.2,NIFTY,2008-01-08,Top,573.0,6287.85
5073,552,TATACHEM,2008-01-08,2008-10-27,-68.53,-64.56,2008-01-08,168.2,2008-10-27,52.94,NIFTY,2008-10-27,Bottom,293.0,2524.2
5074,552,TATACHEM,2008-10-27,2015-03-04,281.98,304.8,2008-10-27,52.94,2015-03-04,202.22,NIFTY,2015-03-04,Top,2319.0,8922.65
5075,552,TATACHEM,2015-03-04,2016-02-29,-32.01,-25.15,2015-03-04,202.22,2016-02-29,137.49,NIFTY,2016-02-29,Bottom,362.0,6987.05
5076,552,TATACHEM,2016-02-29,2020-01-20,136.13,82.11,2016-02-29,137.49,2020-01-20,324.66,NIFTY,2020-01-20,Top,1421.0,12224.55
5077,552,TATACHEM,2020-01-20,2020-03-24,-38.17,-39.58,2020-01-20,324.66,2020-03-24,200.75,NIFTY,2020-03-24,Bottom,64.0,7801.05
5078,552,TATACHEM,2020-03-24,2024-09-27,431.61,249.85,2020-03-24,200.75,2024-09-27,1067.2,NIFTY,2024-09-27,Top,1648.0,26178.95
5079,552,TATACHEM,2024-09-27,2025-03-04,-26.63,-16.41,2024-09-27,1067.2,2025-03-04,783.0,NIFTY,2025-03-04,Bottom,158.0,22082.65
5080,552,TATACHEM,2025-03-04,2025-03-28,10.46,7.67,2025-03-04,783.0,2025-03-28,864.9,NIFTY,2025-03-28,Top,24.0,23519.35
5081,602,WALCHANNAG,2006-06-14,2008-01-08,1670.26,144.91,2006-07-03,51.25,2008-01-08,907.26,NIFTY,2008-01-08,Top,573.0,6287.85
5082,602,WALCHANNAG,2008-01-08,2008-10-27,-89.96,-64.56,2008-01-08,907.26,2008-10-27,91.05,NIFTY,2008-10-27,Bottom,293.0,2524.2
5083,602,WALCHANNAG,2008-10-27,2015-03-04,167.87,304.8,2008-10-27,91.05,2015-03-04,243.9,NIFTY,2015-03-04,Top,2319.0,8922.65
5084,602,WALCHANNAG,2015-03-04,2016-02-29,-48.24,-25.15,2015-03-04,243.9,2016-02-29,126.25,NIFTY,2016-02-29,Bottom,362.0,6987.05
5085,602,WALCHANNAG,2016-02-29,2020-01-20,-45.98,82.11,2016-02-29,126.25,2020-01-20,68.2,NIFTY,2020-01-20,Top,1421.0,12224.55
5086,602,WALCHANNAG,2020-01-20,2020-03-24,-64.08,-39.58,2020-01-20,68.2,2020-03-24,24.5,NIFTY,2020-03-24,Bottom,64.0,7801.05
5087,602,WALCHANNAG,2020-03-24,2024-09-27,1133.27,249.85,2020-03-24,24.5,2024-09-27,302.15,NIFTY,2024-09-27,Top,1648.0,26178.95
5088,602,WALCHANNAG,2024-09-27,2025-03-04,-48.94,-16.41,2024-09-27,302.15,2025-03-04,154.27,NIFTY,2025-03-04,Bottom,158.0,22082.65
5089,602,WALCHANNAG,2025-03-04,2025-03-28,0.43,7.67,2025-03-04,154.27,2025-03-28,154.94,NIFTY,2025-03-28,Top,24.0,23519.35
5090,2108,YUKEN,2020-03-24,2024-09-27,89.47,249.85,2021-09-02,611.9,2024-09-27,1159.35,NIFTY,2024-09-27,Top,1648.0,26178.95
5091,2108,YUKEN,2024-09-27,2025-03-04,-36.18,-16.41,2024-09-27,1159.35,2025-03-04,739.85,NIFTY,2025-03-04,Bottom,158.0,22082.65
5092,2108,YUKEN,2025-03-04,2025-03-28,8.04,7.67,2025-03-04,739.85,2025-03-28,799.3,NIFTY,2025-03-28,Top,24.0,23519.35
5093,1988,DENORA,2006-06-14,2008-01-08,-29.43,144.91,2006-07-03,198.6,2008-01-08,140.15,NIFTY,2008-01-08,Top,573.0,6287.85
5094,1988,DENORA,2008-01-08,2008-10-27,-69.21,-64.56,2008-01-08,140.15,2008-10-27,43.15,NIFTY,2008-10-27,Bottom,293.0,2524.2
5095,1988,DENORA,2008-10-27,2015-03-04,216.34,304.8,2008-10-27,43.15,2015-03-04,136.5,NIFTY,2015-03-04,Top,2319.0,8922.65
5096,1988,DENORA,2015-03-04,2016-02-29,68.68,-25.15,2015-03-04,136.5,2016-02-29,230.25,NIFTY,2016-02-29,Bottom,362.0,6987.05
5097,1988,DENORA,2016-02-29,2020-01-20,-0.5,82.11,2016-02-29,230.25,2020-01-20,229.1,NIFTY,2020-01-20,Top,1421.0,12224.55
5098,1988,DENORA,2020-01-20,2020-03-24,-47.95,-39.58,2020-01-20,229.1,2020-03-24,119.25,NIFTY,2020-03-24,Bottom,64.0,7801.05
5099,1988,DENORA,2020-03-24,2024-09-27,1197.11,249.85,2020-03-24,119.25,2024-09-27,1546.8,NIFTY,2024-09-27,Top,1648.0,26178.95
5100,1988,DENORA,2024-09-27,2025-03-04,-55.1,-16.41,2024-09-27,1546.8,2025-03-04,694.55,NIFTY,2025-03-04,Bottom,158.0,22082.65
5101,1988,DENORA,2025-03-04,2025-03-28,-1.17,7.67,2025-03-04,694.55,2025-03-28,686.4,NIFTY,2025-03-28,Top,24.0,23519.35
5102,633,ALKYLAMINE,2006-06-14,2008-01-08,13.79,144.91,2007-11-26,21.9,2008-01-08,24.92,NIFTY,2008-01-08,Top,573.0,6287.85
5103,633,ALKYLAMINE,2008-01-08,2008-10-27,-34.99,-64.56,2008-01-08,24.92,2008-10-27,16.2,NIFTY,2008-10-27,Bottom,293.0,2524.2
5104,633,ALKYLAMINE,2008-10-27,2015-03-04,690.12,304.8,2008-10-27,16.2,2015-03-04,128.0,NIFTY,2015-03-04,Top,2319.0,8922.65
5105,633,ALKYLAMINE,2015-03-04,2016-02-29,-9.78,-25.15,2015-03-04,128.0,2016-02-29,115.48,NIFTY,2016-02-29,Bottom,362.0,6987.05
5106,633,ALKYLAMINE,2016-02-29,2020-01-20,340.77,82.11,2016-02-29,115.48,2020-01-20,509.0,NIFTY,2020-01-20,Top,1421.0,12224.55
5107,633,ALKYLAMINE,2020-01-20,2020-03-24,-6.83,-39.58,2020-01-20,509.0,2020-03-24,474.26,NIFTY,2020-03-24,Bottom,64.0,7801.05
5108,633,ALKYLAMINE,2020-03-24,2024-09-27,384.27,249.85,2020-03-24,474.26,2024-09-27,2296.7,NIFTY,2024-09-27,Top,1648.0,26178.95
5109,633,ALKYLAMINE,2024-09-27,2025-03-04,-28.21,-16.41,2024-09-27,2296.7,2025-03-04,1648.9,NIFTY,2025-03-04,Bottom,158.0,22082.65
5110,633,ALKYLAMINE,2025-03-04,2025-03-28,-1.86,7.67,2025-03-04,1648.9,2025-03-28,1618.15,NIFTY,2025-03-28,Top,24.0,23519.35
5111,831,REGENCERAM,2006-06-14,2008-01-08,25.29,144.91,2006-07-03,21.35,2008-01-08,26.75,NIFTY,2008-01-08,Top,573.0,6287.85
5112,831,REGENCERAM,2008-01-08,2008-10-27,-74.77,-64.56,2008-01-08,26.75,2008-10-27,6.75,NIFTY,2008-10-27,Bottom,293.0,2524.2
5113,831,REGENCERAM,2008-10-27,2015-03-04,-48.15,304.8,2008-10-27,6.75,2015-03-04,3.5,NIFTY,2015-03-04,Top,2319.0,8922.65
5114,831,REGENCERAM,2015-03-04,2016-02-29,5.71,-25.15,2015-03-04,3.5,2016-02-23,3.7,NIFTY,2016-02-29,Bottom,362.0,6987.05
5115,831,REGENCERAM,2016-02-29,2020-01-20,-60.53,82.11,2016-03-03,3.8,2020-01-20,1.5,NIFTY,2020-01-20,Top,1421.0,12224.55
5116,831,REGENCERAM,2020-01-20,2020-03-24,-36.67,-39.58,2020-01-20,1.5,2020-03-05,0.95,NIFTY,2020-03-24,Bottom,64.0,7801.05
5117,831,REGENCERAM,2020-03-24,2024-09-27,8677.0,249.85,2021-03-01,1.0,2024-09-27,87.77,NIFTY,2024-09-27,Top,1648.0,26178.95
5118,831,REGENCERAM,2024-09-27,2025-03-04,-48.73,-16.41,2024-09-27,87.77,2025-03-04,45.0,NIFTY,2025-03-04,Bottom,158.0,22082.65
5119,831,REGENCERAM,2025-03-04,2025-03-28,-0.13,7.67,2025-03-04,45.0,2025-03-28,44.94,NIFTY,2025-03-28,Top,24.0,23519.35
5120,997,LOYALTEX,2020-03-24,2024-09-27,-47.3,249.85,2022-08-11,984.3,2024-09-27,518.7,NIFTY,2024-09-27,Top,1648.0,26178.95
5121,997,LOYALTEX,2024-09-27,2025-03-04,-58.72,-16.41,2024-09-27,518.7,2025-03-04,214.13,NIFTY,2025-03-04,Bottom,158.0,22082.65
5122,997,LOYALTEX,2025-03-04,2025-03-28,5.54,7.67,2025-03-04,214.13,2025-03-28,226.0,NIFTY,2025-03-28,Top,24.0,23519.35
5123,690,NESCO,2008-01-08,2008-10-27,-58.99,-64.56,2008-04-08,104.76,2008-10-27,42.96,NIFTY,2008-10-27,Bottom,293.0,2524.2
5124,690,NESCO,2008-10-27,2015-03-04,680.21,304.8,2008-10-27,42.96,2015-03-04,335.18,NIFTY,2015-03-04,Top,2319.0,8922.65
5125,690,NESCO,2015-03-04,2016-02-29,-13.2,-25.15,2015-03-04,335.18,2016-02-29,290.94,NIFTY,2016-02-29,Bottom,362.0,6987.05
5126,690,NESCO,2016-02-29,2020-01-20,154.47,82.11,2016-02-29,290.94,2020-01-20,740.35,NIFTY,2020-01-20,Top,1421.0,12224.55
5127,690,NESCO,2020-01-20,2020-03-24,-39.96,-39.58,2020-01-20,740.35,2020-03-24,444.5,NIFTY,2020-03-24,Bottom,64.0,7801.05
5128,690,NESCO,2020-03-24,2024-09-27,113.32,249.85,2020-03-24,444.5,2024-09-27,948.2,NIFTY,2024-09-27,Top,1648.0,26178.95
5129,690,NESCO,2024-09-27,2025-03-04,-7.67,-16.41,2024-09-27,948.2,2025-03-04,875.45,NIFTY,2025-03-04,Bottom,158.0,22082.65
5130,690,NESCO,2025-03-04,2025-03-28,4.12,7.67,2025-03-04,875.45,2025-03-28,911.55,NIFTY,2025-03-28,Top,24.0,23519.35
5131,770,PKTEA,2015-03-04,2016-02-29,-53.22,-25.15,2015-10-06,299.25,2016-02-29,140.0,NIFTY,2016-02-29,Bottom,362.0,6987.05
5132,770,PKTEA,2016-02-29,2020-01-20,-2.14,82.11,2016-02-29,140.0,2020-01-20,137.0,NIFTY,2020-01-20,Top,1421.0,12224.55
5133,770,PKTEA,2020-01-20,2020-03-24,-38.98,-39.58,2020-01-20,137.0,2020-03-24,83.6,NIFTY,2020-03-24,Bottom,64.0,7801.05
5134,770,PKTEA,2020-03-24,2024-09-27,448.03,249.85,2020-03-24,83.6,2024-09-27,458.15,NIFTY,2024-09-27,Top,1648.0,26178.95
5135,770,PKTEA,2024-09-27,2025-03-04,41.87,-16.41,2024-09-27,458.15,2025-03-04,650.0,NIFTY,2025-03-04,Bottom,158.0,22082.65
5136,770,PKTEA,2025-03-04,2025-03-28,13.53,7.67,2025-03-04,650.0,2025-03-28,737.95,NIFTY,2025-03-28,Top,24.0,23519.35
5137,919,KANPRPLA,2020-03-24,2024-09-27,41.3,249.85,2021-01-01,84.0,2024-09-27,118.69,NIFTY,2024-09-27,Top,1648.0,26178.95
5138,919,KANPRPLA,2024-09-27,2025-03-04,-0.88,-16.41,2024-09-27,118.69,2025-03-04,117.65,NIFTY,2025-03-04,Bottom,158.0,22082.65
5139,919,KANPRPLA,2025-03-04,2025-03-28,-6.02,7.67,2025-03-04,117.65,2025-03-28,110.57,NIFTY,2025-03-28,Top,24.0,23519.35
5140,1927,LGBBROSLTD,1996-12-04,2000-02-23,-23.28,134.47,2000-01-03,7.99,2000-02-23,6.13,NIFTY,2000-02-23,Top,1176.0,1696.4
5141,1927,LGBBROSLTD,2000-02-23,2001-09-21,-40.78,-53.25,2000-02-23,6.13,2001-09-21,3.63,NIFTY,2001-09-21,Bottom,576.0,854.2
5142,1927,LGBBROSLTD,2001-09-21,2004-01-09,1604.68,137.03,2001-09-21,3.63,2004-01-09,61.88,NIFTY,2004-01-09,Top,840.0,1971.9
5143,1927,LGBBROSLTD,2004-01-09,2004-05-17,-40.21,-35.86,2004-01-09,61.88,2004-05-17,37.0,NIFTY,2004-05-17,Bottom,129.0,1388.75
5144,1927,LGBBROSLTD,2004-05-17,2006-05-11,158.11,192.07,2004-05-17,37.0,2006-05-11,95.5,NIFTY,2006-05-11,Top,724.0,3701.05
5145,1927,LGBBROSLTD,2006-05-11,2006-06-14,-38.35,-31.23,2006-05-11,95.5,2006-06-14,58.88,NIFTY,2006-06-14,Bottom,34.0,2632.8
